ID,Names
8177,陈彭年
9001,赵匡胤
9002,赵炅
9003,赵恒
9004,赵祯
9005,赵曙
9006,赵顼
9007,赵煦
9010,赵构
9011,赵眘
10016,陈晔
10018,钱乙
10040,董汲
10044,宋道方
10084,吴澄
10094,葛怀敏
10097,宋濂
10099,陈抟
10101,庞安时
10116,戚如圭
10156,洪皓
10166,宋玘
10167,江日新
10170,江休复
10172,文昌翰
10173,文同
10176,钱衮
10178,周涛
10186,周茂先
10203,郭
10210,崔敦礼
10212,王称
10214,翟思
10215,翟汝特
10220,张文蔚
10221,张唐英
10226,赵崇绚
10229,袁毂
10230,郭子皋
10231,袁灼
10258,真德秀
10265,边仿
10289,袁燮
10296,袁甫
10310,吴升
10337,王仲举
10389,袁桷
10395,赵从审
10396,赵世英
10408,赵世坚
10414,赵世仍
10451,慕容彦逢
10452,蒋瑎
10468,赵从质
10478,赵世侹
10489,赵仲企
10495,赵元份
10499,赵仲忽
10502,赵允让
10504,赵仲理
10509,赵元杰
10510,赵宗望
10514,赵承庆
10531,赵允弼
10532,赵宗述
10538,郭守文
10543,陈着
10548,陈贻序
10565,胡铨
10566,杨万里
10578,薛季宣
10585,陈傅良
10598,王十朋
10609,贾如规
10614,洪民师
10615,洪朋
10616,洪炎
10617,洪刍
10618,洪羽
10619,李若水
10623,刘筠
10634,史扶
10644,史南寿
10677,席延昌
10678,席延年
10681,杜欣
10686,王登
10703,吕本中
10706,王柏
10726,王袆
10733,许谦
10740,黄溍
10749,叶适
10755,程珌
10759,岳珂
10760,王辟之
10762,郭印
10767,包恢
10788,苏元老
10801,虞集
10809,欧阳奕
10815,欧阳玄
10840,曹彦约
10876,晁冲之
10877,晁公休
10878,晁公遡
10882,陈淳
10892,陈宓
10932,留元刚
10941,赵宗儒
10943,赵宗荩
11066,林格
11080,陈次升
11087,林希逸
11107,黄静
11134,黄干
11138,叶任
11247,方惟深
11302,方元中
11316,朱长文
11328,方大琮
11372,丰稷
11384,郭琪
11391,王迈
11411,方峻
11415,方子容
11423,方叔完
11464,林概
11465,林虙
11540,潘鲠
11541,潘大临
11542,潘大观
11544,潘萃
11547,刘若虚
11554,刘奕
11556,刘康夫
11561,周楙
11613,苏绎
11616,苏缄
11624,汪谷
11625,汪藻
11650,陈赓
11655,焦千之
11656,赵
11658,张载
11661,吕大钧
11663,吕大临
11664,谢良佐
11666,张汝士
11688,高氏（赵曙妻）
11691,王彭
11695,高审钊
11696,高怀諲
11701,张亢
11708,赵钧臣
11750,贾昌龄
11753,贾圭
11755,贾炎
11764,贾士彦
11770,裴德裕
11777,裴德舆
11791,孙锡
11793,孙洙
11800,刘宰
11811,刘韐
11827,刘子翚
11832,范舜举
11868,胡渊
11885,游酢
11887,游操
11904,朱松
11940,刁A
11941,刁绎
11942,刁纺
11959,陈元晋
11962,许拯
11964,赵屼
11979,许昌龄
11983,许怀宗
12016,蔡琇
12019,蔡匀
12025,商瑶
12066,卫泾
12097,蔡元卿
12099,蔡禀
12109,蔡昕
12110,蔡潜
12111,文锐
12124,盛陶
12126,王悦
12127,王东珣
12157,刘弇
12158,王庭珪
12215,欧阳颍
12236,徐铉
12238,吴淑
12272,萧化基
12278,萧汝为
12291,萧陟
12295,萧注
12297,萧洵
12313,李定
12319,余靖
12323,林从周
12324,林冀
12331,谢逸
12332,谢薖
12344,彭应求
12351,晏昭素
12352,晏几道
12354,张耒
12431,张九成
12591,邹洞
12593,邹况
12594,邹柄
12595,邹元庆
12596,邹扩
12598,黄扆
12755,郑民度
12763,郑方平
12775,曾会
12784,曾诞
12850,王代恕
12853,鞠常
12932,黄宰
12941,杨徽之
12943,杨倚
12944,杨备
12947,杨文逸
12950,章奂
12951,黄瑊
12964,章衡
12965,黄觉
12969,章援
12970,章授
12988,杨杰
12989,潘兴嗣
12990,潘淳
12995,黄庶
12997,黄注
12999,黄大临
13000,黄叔达
13001,黄育
13005,余良肱
13011,余卞
13017,袁陟
13045,胡克顺
13056,胡及
13057,黄渭
13071,夏倪
13101,吕昌辰
13104,钱龢
13105,钱燮
13108,钱藻
13123,康翼
13175,罗良弼
13192,萧楚
13213,毛维瞻
13217,毛澥
13219,毛注
13223,毛应佺
13224,毛漙
13225,毛洵
13239,刘清之
13240,刘靖之
13243,刘立言
13251,刘斁
13264,刘贽
13275,谢举廉
13326,翟守素
13332,赵世表
13360,石牧之
13361,石衍之
13368,关景仁
13375,郑屿
13376,郑建中
13377,郑纡
13378,郑獬
13383,江懋相
13384,江端礼
13387,关鲁
13393,关注
13402,傅珏
13408,赵仲奚
13411,傅墨卿
13460,华镇
13482,曾懋
13496,常珙
13513,高元常
13518,晁仲熙
13522,晁仲询
13524,晁端中
13530,盛允升
13531,盛仲孙
13533,晁端禀
13539,晁观之
13540,晁隆之
13543,晁公寿
13548,晁公酇
13551,晁子健
13554,李定
13556,李兟
13559,李众
13561,李公裕
13565,李昭玘
13592,张得一
13607,赵叔寄
13612,张恕
13648,陈正汇
13667,张牧
13680,张序
13694,叶唐稽
13695,陈瑊
13712,张哿
13726,张垂
13728,张仲仁
13742,张先
13776,范百揆
13784,张庶
13798,王直方
13802,程仁霸
13809,吴泳
13810,度正
13837,宋齐愈
13847,高斯得
13893,冯时行
13914,张漴
13945,许及之
13966,张光祖
13967,张光嗣
13972,张唐卿
13975,费琦
14027,章望之
14034,郑刚中
14043,章岷
14044,章岵
14071,侍其玮
14073,侍其鈜
14074,章友直
14080,葛宏
14081,葛密
14085,葛书思
14087,葛书举
14088,葛和仲
14091,葛师望
14092,葛次仲
14105,章择
14111,陆广
14112,陆廙
14115,陆宪元
14121,陆蕴
14124,陆恺
14172,洪兴祖
14194,章元任
14209,陈知雄
14220,陈造
14221,陈恬
14228,周紫芝
14246,折克行
14250,折可适
14253,李颀
14262,陈子渊
14291,陈章
14299,李廌
14300,陈某(陈洎子)
14301,陈粹父
14302,陈师黯
14303,王献可
14305,王云
14310,种放
14312,种世衡
14328,陈豫
14352,陈懿
14355,林季仲
14375,陈之方
14381,陈世昌
